Estado civil,Nacionalidade,Migração,Gênero,Idade na matrícula,Estrangeiro,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Necessidades educacionais especiais,Devedor,Taxas de matrícula em dia,Bolsista,Taxa de desemprego,Taxa de inflação,PIB,Modo de inscrição,Ordem de inscrição,Curso,Frequência diurna/noturna   ,Qualificação prévia,disciplinas 1º semestre (creditadas),disciplinas 1º semestre (matriculadas),disciplinas 1º semestre (avaliações),disciplinas 1º semestre (aprovadas),disciplinas 1º semestre (nota),disciplinas 1º semestre (sem avaliações),disciplinas 2º semestre (creditadas),disciplinas 2º semestre (matriculadas),disciplinas 2º semestre (avaliações),disciplinas 2º semestre (aprovadas),disciplinas 2º semestre (nota),disciplinas 2º semestre (sem avaliações),Situação
1,1,0,1,19,0,19,19,3,3,0,0,1,0,12.7,3.7,-1.7,1,1,9500,1,1,0,8,8,7,13.714.285.714.285.700,0,0,8,8,7,13.714.285.714.285.700,0,Graduado
1,1,0,1,28,0,1,1,4,6,0,0,1,0,16.2,0.3,-0.92,7,1,9003,1,4,0,6,14,6,14.875,0,0,6,12,6,15.8,0,Graduado
1,1,1,1,18,0,1,1,5,0,0,0,1,0,7.6,2.6,0.32,17,1,9070,1,1,0,6,7,5,10.8,1,0,6,6,0,0.0,0,Desistente
1,1,1,1,19,0,2,2,3,4,0,0,1,0,11.1,0.6,02.02,1,1,9238,1,1,0,6,11,3,12.0,0,0,6,12,2,10.0,0,Desistente
1,1,1,1,19,0,19,38,9,1,0,1,0,0,12.4,0.5,1.79,17,2,9085,1,1,0,6,10,5,12.5,0,0,6,19,2,13.5,0,Desistente
1,1,1,0,18,0,1,3,9,2,0,0,1,0,16.2,0.3,-0.92,17,1,9500,1,1,0,7,7,7,14.728.571.428.571.400,0,0,8,11,8,16.327.272.727.272.700,0,Graduado
1,1,1,0,18,0,3,3,2,2,0,0,1,0,12.4,0.5,1.79,1,1,9130,1,1,0,6,8,6,12.0,0,0,6,8,5,14.8,0,Graduado
1,1,1,0,18,0,1,3,3,3,0,0,1,0,11.1,0.6,02.02,1,1,9773,1,1,0,6,8,6,11.428.571.428.571.400,0,0,6,7,6,11.0,0,Desistente
1,1,1,0,19,0,3,19,4,9,0,0,1,0,12.4,0.5,1.79,44,2,9238,1,39,3,6,6,6,14.166.666.666.666.600,0,2,6,6,6,13.5,0,Graduado
2,1,0,0,31,0,37,37,191,192,0,0,1,0,12.7,3.7,-1.7,7,1,9238,1,3,1,6,12,5,12.5,0,0,6,10,5,14.6,0,Graduado
1,1,0,0,33,0,37,37,9,8,0,0,1,1,12.7,3.7,-1.7,39,1,8014,0,1,0,6,6,6,14.166.666.666.666.600,0,0,6,6,6,14.333.333.333.333.300,0,Graduado
1,1,1,0,20,0,3,1,134,135,0,0,1,1,12.4,0.5,1.79,1,3,9500,1,1,0,7,10,5,14.46,0,0,7,8,6,13.55,0,Matriculado
1,6,1,0,22,1,19,1,6,4,0,0,1,0,12.4,0.5,1.79,44,1,9085,1,39,0,6,12,5,12.8,0,0,6,19,2,11.5,0,Matriculado
1,1,1,0,19,0,1,19,3,3,0,0,1,0,11.1,0.6,02.02,17,1,9254,1,1,0,6,8,6,12.666.666.666.666.600,0,0,6,8,5,13.4,0,Graduado
1,1,1,0,18,0,34,34,0,0,0,0,1,0,7.6,2.6,0.32,1,3,9070,1,1,0,6,6,6,12.5,0,0,6,6,6,13.0,0,Desistente
1,1,0,0,18,0,38,1,5,5,1,0,1,0,15.5,2.8,-4.06,17,3,9070,1,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Desistente
1,1,1,0,18,0,19,38,9,9,0,0,0,0,8.9,1.4,3.51,1,5,9670,1,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Desistente
1,1,1,0,18,0,3,4,2,5,0,0,1,0,11.1,0.6,02.02,1,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
1,1,1,0,19,0,19,19,7,7,0,0,1,1,12.4,0.5,1.79,17,2,9147,1,1,0,5,8,5,11.2,0,0,5,5,3,11.0,0,Graduado
1,1,1,0,18,0,1,3,3,4,0,0,1,0,11.1,0.6,02.02,17,2,9238,1,1,0,6,6,6,16.5,0,0,6,7,6,17.428.571.428.571.400,0,Desistente
1,1,1,0,18,0,3,19,5,5,0,0,1,0,12.7,3.7,-1.7,17,1,9085,1,1,0,5,9,3,13.666.666.666.666.600,1,0,5,5,5,12.0,0,Graduado
1,1,1,0,18,0,37,37,9,6,0,0,1,1,12.7,3.7,-1.7,17,6,9500,1,1,0,8,8,7,15.228.571.428.571.400,0,0,8,8,7,15.228.571.428.571.400,0,Graduado
1,1,1,0,21,0,37,37,9,10,0,0,1,0,8.9,1.4,3.51,53,1,9238,1,42,5,9,10,9,1.277.777.777.777.770,0,4,9,9,9,1.322.222.222.222.220,0,Graduado
1,1,0,0,18,0,19,37,5,5,0,0,1,1,12.7,3.7,-1.7,1,1,9500,1,1,0,8,8,7,14.428.571.428.571.400,0,0,8,8,7,14.428.571.428.571.400,0,Graduado
1,1,1,0,18,0,1,38,3,3,0,0,1,0,11.1,0.6,02.02,17,3,9670,1,1,0,6,8,6,13.875,0,0,6,7,6,13.714.285.714.285.700,0,Graduado
1,1,1,0,18,0,19,19,9,10,0,0,1,0,15.5,2.8,-4.06,1,2,9500,1,1,0,7,10,7,13.128,0,0,8,13,6,13.193.333.333.333.300,0,Graduado
1,1,1,0,20,0,19,1,4,3,0,0,1,0,16.2,0.3,-0.92,17,1,9500,1,1,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,Graduado
1,1,0,0,18,0,1,38,4,5,0,0,1,1,12.7,3.7,-1.7,17,1,9147,1,1,0,5,5,5,14.6,0,0,5,8,5,12.0,0,Graduado
1,1,1,0,18,0,19,1,4,5,0,0,1,0,11.1,0.6,02.02,1,2,9773,1,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Desistente
1,1,1,0,20,0,37,38,191,143,0,0,1,1,8.9,1.4,3.51,18,2,9147,1,1,0,5,6,5,11.8,0,0,5,6,5,11.6,0,Graduado
1,1,1,0,20,0,19,19,9,8,0,0,1,0,12.4,0.5,1.79,17,1,9254,1,1,0,6,6,6,12.333.333.333.333.300,0,0,6,6,6,12.333.333.333.333.300,0,Graduado
1,1,1,0,19,0,37,1,9,9,0,1,1,1,11.1,0.6,02.02,17,1,9147,1,1,0,5,5,4,11.0,0,0,5,5,0,0.0,0,Desistente
1,1,0,0,19,0,3,1,3,5,0,0,1,1,11.1,0.6,02.02,51,1,9070,1,1,5,11,11,11,13.181.818.181.818.100,0,5,11,11,11,12.909.090.909.090.900,0,Graduado
1,1,1,0,18,0,19,37,9,99,1,1,0,1,12.7,3.7,-1.7,17,4,9670,1,1,0,6,6,1,11.0,0,0,6,0,0,0.0,0,Desistente
1,1,1,0,19,0,1,1,4,9,0,1,1,1,15.5,2.8,-4.06,17,3,9773,1,1,0,6,6,6,11.833.333.333.333.300,0,0,6,7,6,12.285.714.285.714.200,0,Graduado
1,1,1,0,20,0,1,38,4,7,0,0,1,1,9.4,-0.8,-3.12,1,2,9500,1,1,0,8,8,8,1.298.125,0,0,8,8,8,1.298.125,0,Graduado
1,1,1,0,21,0,19,1,4,9,0,0,1,0,11.1,0.6,02.02,44,1,9147,1,39,4,7,10,6,11.333.333.333.333.300,0,1,5,6,5,11.2,0,Graduado
1,1,0,0,21,0,41,3,2,2,0,0,1,0,10.8,1.4,1.74,43,2,9500,1,1,0,8,12,6,11.68,0,0,8,12,6,11.68,0,Graduado
1,1,0,0,20,0,38,38,9,9,0,0,1,0,11.1,0.6,02.02,17,1,9070,1,1,0,6,6,6,14.5,0,0,6,7,6,13.5,0,Graduado
1,1,1,0,19,0,38,38,191,171,0,0,1,0,8.9,1.4,3.51,18,2,9853,1,1,0,7,7,7,13.142.857.142.857.100,0,0,7,8,7,12.857.142.857.142.800,0,Graduado
1,1,0,0,21,0,1,19,4,90,0,0,0,0,7.6,2.6,0.32,17,3,9085,1,1,0,5,8,2,11.5,0,0,5,7,2,10.5,0,Desistente
1,1,0,0,18,0,30,19,4,90,0,0,1,0,7.6,2.6,0.32,1,1,9085,1,1,0,5,6,5,14.2,0,0,5,7,5,11.8,0,Graduado
1,1,0,0,19,0,19,37,9,9,0,0,1,1,8.9,1.4,3.51,1,5,9254,1,1,0,6,8,5,11.666.666.666.666.600,0,0,6,7,5,12.2,0,Graduado
1,1,1,0,18,0,19,19,9,4,0,0,1,0,13.9,-0.3,0.79,17,2,9500,1,1,0,7,8,7,13.175,0,0,8,8,8,14.875,0,Graduado
1,1,1,0,19,0,1,1,9,9,0,0,1,1,12.7,3.7,-1.7,1,4,9500,1,1,0,8,8,7,13.314.285.714.285.700,0,0,8,8,7,13.314.285.714.285.700,0,Graduado
1,1,1,0,18,0,1,19,4,3,0,0,1,1,13.9,-0.3,0.79,1,2,9147,1,1,0,5,13,3,10.6,0,0,5,12,3,10.5,0,Graduado
1,1,0,0,18,0,19,37,5,7,0,0,1,1,15.5,2.8,-4.06,1,1,9853,1,1,0,6,11,4,12.0,0,0,6,8,4,10.75,0,Matriculado
1,1,0,0,18,0,37,37,8,8,0,0,1,0,13.9,-0.3,0.79,1,1,9773,1,1,0,6,7,6,13.428.571.428.571.400,0,0,6,7,6,14.142.857.142.857.100,0,Graduado
1,1,1,0,18,0,1,37,9,9,0,0,1,1,10.8,1.4,1.74,17,1,9085,1,1,0,5,7,4,13.25,0,0,5,8,5,15.571.428.571.428.500,0,Graduado
1,1,1,0,18,0,38,19,7,7,0,0,1,0,12.4,0.5,1.79,17,1,9070,1,1,0,6,6,2,13.0,0,0,6,6,0,0.0,0,Desistente
1,1,0,0,18,0,1,38,9,7,0,0,1,1,11.1,0.6,02.02,1,3,9070,1,1,0,6,6,6,14.333.333.333.333.300,0,0,6,7,6,14.0,0,Matriculado
1,1,0,0,18,0,1,38,9,7,0,0,1,0,11.1,0.6,02.02,17,1,9238,1,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Desistente
1,1,0,0,18,0,1,3,4,2,0,0,1,0,10.8,1.4,1.74,1,1,9238,1,1,0,6,6,6,14.0,0,0,6,6,6,13.166.666.666.666.600,0,Graduado
1,1,1,0,20,0,1,38,4,9,0,0,1,1,13.9,-0.3,0.79,42,1,9085,1,1,1,2,2,2,12.0,0,1,6,11,6,12.833.333.333.333.300,0,Graduado
1,1,0,0,18,0,3,1,2,5,0,0,1,0,15.5,2.8,-4.06,1,1,9853,1,1,0,6,9,5,12.333.333.333.333.300,0,0,6,10,5,10.6,0,Matriculado
1,1,1,0,18,0,1,19,4,5,0,0,1,0,16.2,0.3,-0.92,17,4,9070,1,1,0,6,8,5,11.8,0,0,6,7,5,10.4,1,Graduado
1,1,0,0,20,0,37,37,9,7,0,0,1,1,10.8,1.4,1.74,18,6,9500,1,1,0,8,8,7,12.791.428.571.428.500,1,0,8,8,7,12.791.428.571.428.500,1,Graduado
4,1,0,0,40,0,37,37,9,6,0,0,1,0,9.4,-0.8,-3.12,43,1,9670,1,1,4,8,8,8,11.625,0,3,7,12,5,11.2,0,Graduado
1,1,1,0,18,0,38,38,9,9,0,0,1,1,15.5,2.8,-4.06,1,6,9500,1,1,0,7,11,6,11.994.444.444.444.400,0,0,8,11,7,1.243.142.857.142.850,0,Graduado
1,1,1,0,19,0,19,19,4,7,0,0,1,0,13.9,-0.3,0.79,1,5,9254,1,1,0,6,9,5,11.6,0,0,6,12,5,12.2,0,Graduado
1,1,0,0,24,0,1,19,4,9,0,0,1,0,12.4,0.5,1.79,7,1,9991,0,40,0,5,5,0,0.0,0,0,5,6,0,0.0,0,Desistente
1,1,1,0,19,0,3,38,2,10,0,0,1,0,10.8,1.4,1.74,1,3,9773,1,1,0,6,8,6,13.166.666.666.666.600,0,0,6,7,6,13.166.666.666.666.600,0,Desistente
1,1,1,0,19,0,2,1,4,4,0,0,1,0,10.8,1.4,1.74,1,6,9500,1,1,0,8,8,7,14.1,0,0,8,8,7,14.1,0,Graduado
1,1,1,0,20,0,1,19,9,6,0,0,1,1,11.1,0.6,02.02,1,1,9500,1,1,0,7,8,6,12.396.666.666.666.600,0,0,8,9,7,1.294.285.714.285.710,0,Graduado
1,1,0,0,18,0,38,38,5,5,0,0,1,0,12.4,0.5,1.79,1,1,9500,1,1,0,7,7,7,15.014.285.714.285.700,0,0,8,8,8,160.875,0,Graduado
1,1,1,0,18,0,1,38,4,8,0,0,1,1,13.9,-0.3,0.79,1,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
1,1,1,0,19,0,19,37,4,7,0,0,1,0,13.9,-0.3,0.79,17,2,9500,1,1,0,7,8,7,14.05,0,0,8,8,8,15.1,0,Graduado
1,1,1,0,18,0,3,3,4,5,0,0,1,0,13.9,-0.3,0.79,17,3,9500,1,1,0,7,8,7,14.85,0,0,8,8,8,15.2,0,Desistente
1,1,1,0,19,0,3,3,2,2,0,0,1,0,12.4,0.5,1.79,44,1,9085,1,39,0,6,10,6,13.0,0,0,6,19,5,13.0,0,Graduado
1,1,1,0,19,0,37,37,9,7,0,0,1,1,13.9,-0.3,0.79,1,2,9500,1,1,0,7,8,7,147.875,0,0,8,8,8,158.625,0,Graduado
1,1,0,0,19,0,19,19,5,7,0,0,1,1,12.4,0.5,1.79,1,1,9500,1,1,0,7,7,7,13.7,0,0,8,9,7,14.671.428.571.428.500,0,Graduado
1,1,1,0,19,0,1,37,4,4,0,0,1,1,11.1,0.6,02.02,1,2,9500,1,1,0,7,7,7,12.495.714.285.714.200,0,0,8,9,7,12.242.857.142.857.100,0,Desistente
1,1,0,0,19,0,1,38,1,7,0,0,1,0,7.6,2.6,0.32,1,1,9500,1,1,0,7,7,6,14.566.666.666.666.600,0,0,7,7,6,14.566.666.666.666.600,0,Graduado
1,1,1,0,25,0,1,19,1,5,0,1,0,0,9.4,-0.8,-3.12,39,1,9670,1,12,0,5,5,5,11.2,0,0,5,5,4,11.25,0,Desistente
1,1,0,0,20,0,19,19,4,10,0,0,1,0,12.7,3.7,-1.7,1,1,9500,1,1,0,8,8,7,12.685.714.285.714.200,0,0,8,8,7,12.685.714.285.714.200,0,Graduado
1,1,0,0,23,0,1,19,5,5,0,1,0,0,8.9,1.4,3.51,53,1,9238,1,42,5,9,12,7,13.571.428.571.428.500,0,4,9,14,4,13.25,0,Desistente
1,1,0,0,20,0,19,19,7,7,0,0,1,0,15.5,2.8,-4.06,1,1,9070,1,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Desistente
1,1,0,0,27,0,37,11,9,10,0,0,1,0,11.1,0.6,02.02,39,1,8014,0,1,0,6,8,5,11.0,0,0,6,7,6,11.166.666.666.666.600,0,Graduado
1,1,0,0,18,0,19,1,4,4,0,0,1,0,9.4,-0.8,-3.12,1,1,9500,1,1,0,8,8,8,14.445,0,0,8,8,8,14.445,0,Graduado
1,1,1,0,18,0,19,1,5,10,0,1,1,0,9.4,-0.8,-3.12,1,1,9853,1,1,0,6,9,5,13.6,0,0,6,10,4,11.75,0,Matriculado
1,1,1,0,23,0,19,1,5,10,0,1,0,0,13.9,-0.3,0.79,7,1,8014,0,40,7,12,12,11,14.0,0,4,10,11,8,14.625,0,Desistente
1,1,1,0,19,0,38,37,5,6,0,0,1,1,7.6,2.6,0.32,1,6,9500,1,1,0,7,7,6,13.416.666.666.666.600,0,0,7,7,6,13.416.666.666.666.600,0,Graduado
1,1,0,0,18,0,37,38,3,3,0,0,1,0,15.5,2.8,-4.06,1,1,9147,1,1,0,5,8,5,12.333.333.333.333.300,2,0,5,7,5,11.4,0,Graduado
1,1,1,0,20,0,1,19,9,8,0,0,1,0,13.9,-0.3,0.79,43,1,9500,1,1,0,7,8,7,13.1,0,0,8,8,8,148.125,0,Graduado
1,1,1,0,18,0,19,19,9,9,0,0,1,0,12.4,0.5,1.79,1,2,9670,1,1,0,6,9,4,13.2,0,0,6,10,5,12.8,0,Graduado
1,1,1,0,19,0,1,1,4,4,0,0,1,1,9.4,-0.8,-3.12,1,1,9500,1,1,0,8,8,8,14.75,0,0,8,8,8,14.75,0,Graduado
1,1,1,0,19,0,19,19,8,8,0,0,1,1,12.4,0.5,1.79,44,1,9238,1,39,3,6,7,6,13.142.857.142.857.100,0,2,6,6,6,14.333.333.333.333.300,0,Graduado
1,1,0,0,19,0,38,37,5,5,0,0,1,0,9.4,-0.8,-3.12,1,1,9853,1,1,0,6,9,4,12.5,0,0,6,9,5,12.5,0,Matriculado
1,1,0,0,18,0,3,3,1,90,0,0,1,0,7.6,2.6,0.32,1,1,9085,1,1,0,5,6,4,13.75,0,0,5,8,5,14.857.142.857.142.800,0,Graduado
1,1,0,0,18,0,37,37,9,5,0,0,1,0,9.4,-0.8,-3.12,1,1,9238,1,1,0,6,11,5,12.4,0,0,6,7,6,13.0,0,Graduado
1,1,1,0,18,0,19,19,4,7,0,0,1,0,11.1,0.6,02.02,1,2,9773,1,1,0,6,6,6,13.333.333.333.333.300,0,0,6,6,6,12.0,0,Graduado
1,1,0,0,28,0,19,38,9,9,0,0,0,0,15.5,2.8,-4.06,2,1,9853,1,1,11,11,11,11,11.727.272.727.272.700,0,8,8,8,8,12.0,0,Desistente
1,1,1,0,19,0,37,37,5,9,0,0,1,0,7.6,2.6,0.32,17,1,9254,1,1,0,6,8,4,12.5,0,0,6,11,1,14.0,0,Desistente
1,1,1,0,20,0,3,1,2,3,0,1,1,0,13.9,-0.3,0.79,43,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
1,1,1,0,19,0,1,37,4,9,0,0,1,1,12.4,0.5,1.79,1,2,9500,1,1,0,7,8,6,13.533.333.333.333.300,0,0,8,9,7,13.614.285.714.285.700,0,Graduado
1,1,0,0,20,0,1,19,4,0,1,0,1,1,11.1,0.6,02.02,1,1,9070,1,1,0,6,6,6,13.166.666.666.666.600,0,0,6,6,6,12.666.666.666.666.600,0,Graduado
1,1,1,0,19,0,19,19,9,9,0,0,1,1,12.4,0.5,1.79,1,2,9254,1,1,0,6,9,5,13.2,0,0,6,8,5,11.0,0,Graduado
1,1,1,0,21,0,5,1,2,10,0,0,1,0,8.9,1.4,3.51,51,1,9070,1,1,0,6,7,5,12.2,0,0,6,7,4,12.6,0,Matriculado
1,1,1,0,19,0,1,19,9,4,0,0,1,1,11.1,0.6,02.02,1,1,9853,1,1,0,7,7,7,13.428.571.428.571.400,0,0,7,7,7,14.857.142.857.142.800,0,Graduado
1,1,1,0,18,0,19,1,9,3,0,0,1,1,13.9,-0.3,0.79,1,2,9070,1,1,1,6,8,6,12.714.285.714.285.700,1,0,6,8,6,12.625,0,Graduado
1,1,0,0,19,0,3,1,2,1,0,0,1,0,15.5,2.8,-4.06,17,2,9130,1,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Desistente
1,1,0,0,19,0,12,38,9,5,0,0,1,1,8.9,1.4,3.51,17,1,9670,1,1,0,6,6,6,13.666.666.666.666.600,0,0,6,9,6,13.666.666.666.666.600,0,Graduado
1,1,0,0,20,0,38,19,132,103,0,1,1,0,16.2,0.3,-0.92,1,1,9773,1,1,0,6,6,5,11.0,0,0,6,6,6,13.166.666.666.666.600,0,Graduado
1,1,1,0,18,0,1,1,4,0,0,0,1,0,13.9,-0.3,0.79,17,2,9853,1,1,0,7,11,5,11.4,0,0,7,9,6,13.333.333.333.333.300,0,Matriculado
1,1,0,0,18,0,19,19,5,7,0,0,1,0,15.5,2.8,-4.06,43,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Matriculado
1,1,0,0,18,0,1,1,4,5,0,0,1,0,7.6,2.6,0.32,17,1,9130,1,1,0,5,7,4,12.0,0,0,5,6,5,12.0,0,Graduado
1,1,0,0,18,0,19,19,5,8,0,0,1,0,8.9,1.4,3.51,17,3,9773,1,1,0,6,6,0,0.0,0,0,6,0,0,0.0,0,Desistente
1,1,1,0,18,0,37,38,0,7,0,0,1,0,7.6,2.6,0.32,17,3,9238,1,1,0,6,14,5,11.0,0,0,6,6,6,11.666.666.666.666.600,0,Graduado
1,1,1,0,20,0,19,19,4,4,0,0,1,0,15.5,2.8,-4.06,18,4,9773,1,1,0,6,12,5,12.0,0,0,6,8,6,11.571.428.571.428.500,0,Desistente
1,1,1,0,19,0,19,1,9,9,0,0,1,1,12.4,0.5,1.79,17,3,9500,1,1,0,7,7,7,13.308.571.428.571.400,0,0,8,10,8,12.55,0,Graduado
1,1,1,0,21,0,37,37,9,9,0,1,0,0,15.5,2.8,-4.06,1,1,9853,1,1,0,6,8,3,13.666.666.666.666.600,0,0,6,7,3,10.666.666.666.666.600,0,Desistente
1,1,1,0,20,0,12,3,5,8,0,1,0,0,10.8,1.4,1.74,17,1,9670,1,3,0,6,6,0,0.0,0,0,6,9,0,0.0,0,Desistente
1,1,1,0,18,0,37,38,9,9,0,0,1,0,9.4,-0.8,-3.12,1,1,9254,1,1,0,6,10,5,12.2,0,0,6,8,4,11.25,0,Graduado
1,1,0,0,20,0,1,4,5,3,0,0,1,1,10.8,1.4,1.74,1,1,9773,1,1,0,6,7,6,12.666.666.666.666.600,0,0,6,6,6,12.833.333.333.333.300,0,Graduado
1,1,1,0,19,0,19,37,1,9,0,0,1,1,9.4,-0.8,-3.12,1,2,9500,1,1,0,8,8,8,1.407.125,0,0,8,8,8,1.407.125,0,Graduado
1,1,1,0,22,0,19,19,9,9,0,0,1,0,9.4,-0.8,-3.12,1,1,9085,1,6,0,5,14,4,14.25,3,0,5,9,5,13.2,4,Desistente
1,1,1,0,22,0,19,19,9,9,0,0,0,0,9.4,-0.8,-3.12,17,1,9130,1,1,0,6,0,0,0.0,0,0,2,2,0,0.0,2,Desistente
1,1,1,0,18,0,38,38,7,5,0,0,1,0,10.8,1.4,1.74,1,2,9853,1,1,0,6,10,3,12.0,0,0,6,8,4,10.25,0,Matriculado
1,1,0,0,21,0,3,19,9,9,0,0,1,0,7.6,2.6,0.32,43,1,9147,1,1,3,10,18,6,11.166.666.666.666.600,2,4,10,16,7,10.571.428.571.428.500,0,Matriculado
1,1,1,0,19,0,19,19,0,5,0,0,1,0,7.6,2.6,0.32,1,1,9238,1,1,0,6,12,2,13.0,0,0,6,8,5,11.6,0,Graduado
1,1,1,0,19,0,37,38,9,9,0,0,1,0,10.8,1.4,1.74,1,4,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
1,1,1,0,20,0,34,34,0,0,0,0,1,1,9.4,-0.8,-3.12,1,2,9500,1,1,0,8,8,7,14.901.428.571.428.500,1,0,8,8,7,14.901.428.571.428.500,1,Desistente
1,1,1,0,18,0,38,19,8,8,0,1,1,1,15.5,2.8,-4.06,1,3,9500,1,1,0,7,8,7,12.65,0,0,8,9,8,12.445.555.555.555.500,0,Graduado
1,1,0,0,22,0,19,37,5,9,0,0,0,0,8.9,1.4,3.51,51,1,9991,0,42,7,12,12,7,11.0,0,5,5,5,5,10.6,0,Desistente
1,1,1,0,20,0,19,36,90,7,0,0,1,0,7.6,2.6,0.32,17,4,9085,1,1,0,5,7,4,12.4,0,0,5,9,5,12.666.666.666.666.600,0,Graduado
1,1,0,0,19,0,38,38,6,6,0,0,1,0,12.4,0.5,1.79,44,1,9003,1,39,0,6,7,6,12.0,0,0,6,7,6,12.666.666.666.666.600,0,Graduado
1,1,1,0,19,0,1,19,6,7,0,0,1,1,12.4,0.5,1.79,1,5,9500,1,1,0,7,8,7,12.135.714.285.714.200,0,0,8,10,7,13.328.571.428.571.400,0,Graduado
1,1,1,0,20,0,38,19,9,7,0,0,1,1,11.1,0.6,02.02,1,2,9500,1,1,0,7,10,5,12.62,0,0,7,8,6,12.5,0,Matriculado
1,1,0,0,25,0,38,38,3,3,0,0,1,0,15.5,2.8,-4.06,39,1,9991,0,1,0,5,11,3,10.666.666.666.666.600,0,0,5,11,3,11.333.333.333.333.300,0,Matriculado
1,1,0,0,19,0,19,19,9,7,0,0,1,1,15.5,2.8,-4.06,1,1,9500,1,1,0,7,12,6,13.766.666.666.666.600,0,0,8,10,7,14.051.428.571.428.500,0,Graduado
1,1,1,0,19,0,38,37,9,7,0,0,1,0,9.4,-0.8,-3.12,18,1,9500,1,1,0,8,8,8,1.311.625,0,0,8,8,8,1.311.625,0,Graduado
1,1,1,0,19,0,3,38,1,9,0,0,0,0,10.8,1.4,1.74,1,1,9070,1,1,0,5,5,0,0.0,0,0,6,0,0,0.0,0,Desistente
1,1,0,0,20,0,38,19,9,5,0,0,1,0,13.9,-0.3,0.79,1,1,9500,1,1,0,7,9,6,12.7,0,0,8,8,7,13.571.428.571.428.500,0,Graduado
1,1,1,0,25,0,37,37,9,9,0,0,1,0,12.4,0.5,1.79,39,2,9556,1,1,0,7,11,7,11.857.142.857.142.800,0,0,8,21,5,11.7,0,Matriculado
1,1,1,0,20,0,19,38,5,9,0,0,1,1,7.6,2.6,0.32,17,1,9500,1,1,0,7,7,6,12.333.333.333.333.300,0,0,7,7,6,12.333.333.333.333.300,0,Graduado
1,1,1,0,24,0,38,19,9,9,0,0,1,0,9.4,-0.8,-3.12,39,1,9238,1,1,0,6,9,4,15.75,0,0,6,10,5,16.4,0,Matriculado
1,1,0,0,20,0,1,1,5,5,0,0,1,0,7.6,2.6,0.32,1,3,9670,1,1,0,5,6,5,13.333.333.333.333.300,0,0,5,6,5,13.2,0,Graduado
1,1,1,0,21,0,1,19,4,8,0,0,1,0,15.5,2.8,-4.06,42,1,9500,1,1,4,7,9,7,14.355.555.555.555.500,0,5,8,8,8,1.349.375,0,Graduado
1,1,0,0,19,0,37,38,9,9,0,1,1,1,15.5,2.8,-4.06,44,1,9003,1,39,0,6,8,6,13.0,0,0,6,11,5,13.0,0,Graduado
1,1,0,0,19,0,38,37,9,9,0,0,1,1,16.2,0.3,-0.92,1,1,9773,1,1,0,6,6,6,12.833.333.333.333.300,0,0,6,6,6,13.5,0,Graduado
1,1,0,0,21,0,37,38,9,9,0,0,1,1,9.4,-0.8,-3.12,1,2,9670,1,1,0,5,5,5,13.2,0,0,5,5,4,13.0,0,Graduado
1,1,0,0,28,0,3,37,2,10,0,0,1,0,15.5,2.8,-4.06,39,1,9500,1,3,0,7,9,7,17.005.555.555.555.500,0,1,8,9,8,16.582.222.222.222.200,0,Graduado
1,1,1,0,19,0,37,38,9,9,0,1,0,1,10.8,1.4,1.74,1,1,9238,1,1,0,6,8,5,10.6,0,0,6,8,5,11.0,0,Graduado
1,1,0,0,18,0,37,37,9,6,0,0,1,1,12.4,0.5,1.79,1,1,9147,1,1,0,5,5,5,14.0,0,0,5,6,5,13.6,0,Graduado
5,1,1,0,18,0,37,38,5,8,0,0,1,1,12.7,3.7,-1.7,17,5,9500,1,1,0,8,8,7,12.114.285.714.285.700,0,0,8,8,7,12.114.285.714.285.700,0,Graduado
1,1,1,0,18,0,19,37,7,7,0,0,1,1,9.4,-0.8,-3.12,1,3,9500,1,1,0,8,8,8,1.305.875,0,0,8,8,8,1.305.875,0,Graduado
1,1,1,0,22,0,1,2,9,3,0,0,1,0,12.7,3.7,-1.7,42,1,9500,1,1,4,8,8,7,13.285.714.285.714.200,0,4,8,8,7,13.285.714.285.714.200,0,Graduado
1,1,1,0,19,0,37,37,194,171,0,0,1,0,12.4,0.5,1.79,1,1,9147,1,1,0,5,9,4,11.0,0,0,5,8,3,10.666.666.666.666.600,0,Matriculado
1,1,0,0,18,0,19,1,9,5,0,0,1,1,13.9,-0.3,0.79,1,1,9500,1,1,0,7,7,7,14.071.428.571.428.500,0,0,8,8,8,151.625,0,Graduado
1,1,0,0,20,0,37,37,5,6,0,0,0,0,15.5,2.8,-4.06,17,1,9254,1,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Desistente
